,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
442,N/A,N/A,QDEL,N/A,N/A,N/A,N/A,N/A,69.66,27.86,6.37,6.27,2.33,8.14,2.78,1370000000.0,6.46,1370000000.0,1330000000.0,27.86,9.92,6.16,33.08,6.16,118190000.0,1370000000.0,N/A,0.15,172990000.0,3.10,172990000.0,5.09,152480000.0,6.28,6.44,33100000.0,1370000000.0,17.03,95.78,N/A,10.2,16.76,4040000.0,N/A
443,N/A,N/A,EL,N/A,N/A,N/A,N/A,N/A,82.79,33.94,3.78,9.79,11.30,16.83,11.94,46260000000.0,33.28,46260000000.0,48200000000.0,27.13,2.61,3.94,18.95,3.94,9390000000.0,46260000000.0,N/A,3.70,45.20,14.30,1830000000.0,4.96,3940000000.0,1.75,12.84,2040000000.0,46260000000.0,1.87,91.15,N/A,2.87,2.98,5140000.0,N/A
444,N/A,N/A,GM,N/A,N/A,N/A,N/A,N/A,213.15,20.51,0.36,1.39,1.89,5.73,2.64,59690000000.0,110.62,59690000000.0,135110000000.00002,7.16,1.35,0.82,6.45,0.82,21250000000.0,59690000000.0,N/A,2.05,17250000000.0,13.50,17250000000.0,12.14,92670000000.0,0.94,30.17,14400000000.0,59690000000.0,9.96,75.01,N/A,2.76,2.43,36780000.0,N/A
445,N/A,N/A,RRC,N/A,N/A,N/A,N/A,N/A,71.91,25.52,1.75,0.71,2.17,5.93,0.73,3930000000.0,9.17,3930000000.0,7880000000.0,25.52,1.53,3.51,9.08,3.51,530159999.99999994,3930000000.0,N/A,0.21,3980000000.0,63.70,3980000000.0,3980000000.0,3980000000.0,0.50,22.67,781760000.0,3930000000.0,1.07,104.92,N/A,4.17,12.06,34460000.0,N/A
446,N/A,N/A,SHLD,N/A,N/A,N/A,N/A,N/A,0.80,0.39,0.03,0.27,6.38,7.91,9.53,461660000.0,171.44,461660000.0,4930000000.0,0.39,0.00,0.27,4.31,0.27,4690000000.0,461660000.0,N/A,10.94,1.86,27.20,1.86,1.86,4650000000.0,0.80,37.10,1870000000.0,461660000.0,36.67,56.53,N/A,8.98,58.61,13510000.0,N/A
447,N/A,N/A,TMK,N/A,N/A,N/A,N/A,N/A,27.86,19.16,2.55,2.01,13.81,21.44,2.42,10380000000.0,34.75,10380000000.0,11580000000.0,17.50,2.32,2.84,13.09,2.84,1560000000.0,10380000000.0,N/A,4.70,1.00,5.70,153940000.0,1.33,1440000000.0,0.30,44.80,1510000000.0,10380000000.0,1.87,75.85,N/A,4.95,1.99,1670000.0,N/A
448,N/A,N/A,ALTR,N/A,N/A,N/A,N/A,N/A,0.52,4.16,4.16,4.51,10.16,7.39,326310000.0,1360000000.0,6.49,1360000000.0,1470000000.0,4.16,4.16,4.51,108.82,4.51,13530000.0,1360000000.0,N/A,0.66,16670000.000000002,8.80,16670000.000000002,0.26,92090000.0,0.52,1.22,17480000.0,1360000000.0,30.04,0.00,N/A,0.05,0.28,N/A,N/A
449,N/A,N/A,NKE,N/A,N/A,N/A,N/A,N/A,31.80,26.10,2.91,8.37,11.47,13.47,12.92,100010000000.0,20.83,100010000000.0,97170000000.0,22.96,3.06,2.83,18.16,2.83,15310000000.0,100010000000.0,N/A,2.35,23.90,0.10,5520000000.0,3.38,3810000000.0,2.67,7.33,3430000000.0,100010000000.0,1.89,81.07,N/A,3.34,3.59,32900000.0,N/A
450,N/A,N/A,IFF,N/A,N/A,N/A,N/A,N/A,94.98,29.33,3.66,6.88,12.57,17.67,8.48,12090000000.0,41.77,12090000000.0,13460000000.0,24.37,3.77,4.07,19.31,4.07,1400000000.0,12090000000.0,N/A,5.22,22.80,12.30,1670000000.0,1670000000.0,1670000000.0,2.66,22.25,393060000.0,12090000000.0,0.23,87.15,N/A,3.91,1.72,1290000.0,N/A
451,N/A,N/A,AA,N/A,N/A,N/A,N/A,N/A,17.26,26.90,0.70,1.31,2.61,9.97,3.97,7660000000.0,59.70,7660000000.0,7850000000.0,11.47,0.23,0.71,4.26,0.71,1840000000.0,7660000000.0,N/A,1.54,1120000000.0,27.30,1120000000.0,6.05,1400000000.0,1.38,31.68,1010000000.0,7660000000.0,8.73,0.00,N/A,1.86,4.07,5760000.0,N/A
452,N/A,N/A,CVS,N/A,N/A,N/A,N/A,N/A,73.96,15.06,0.41,2.12,2.77,5.40,6.58,74050000000.0,176.61,74050000000.0,95440000000.0,11.58,2.30,0.52,7.74,0.52,28860000000.0,74050000000.0,N/A,4.85,16.60,3.50,2560000000.0,2.53,25790000000.0,1.05,34.42,10190000000.0,74050000000.0,0.19,84.70,N/A,2.57,2.48,24840000.0,N/A
453,N/A,N/A,KR,N/A,N/A,N/A,N/A,N/A,239.04,15.83,0.20,3.78,1.31,2.45,4.97,23730000000.0,131.29,23730000000.0,37870000000.0,13.47,8.16,0.32,6.97,0.32,25840000000.0,23730000000.0,N/A,1.68,1.50,4.50,0.4,0.4,14850000000.0,0.85,7.05,3870000000.0,23730000000.0,0.57,79.97,N/A,0.00,0.00,0.5,N/A
454,N/A,N/A,WGO,N/A,N/A,N/A,N/A,N/A,62.35,24.27,1.16,4.03,4.61,6.91,10.33,1790000000.0,50.48,1790000000.0,1980000000.0,16.61,3.17,1.28,14.24,1.28,222580000.0,1790000000.0,N/A,2.32,89.60,72.80,35950000.0,1.14,275400000.0,1.88,13.98,97130000.0,1790000000.0,3.75,88.63,N/A,0.00,0.00,0.4,N/A
455,N/A,N/A,BEN,N/A,N/A,N/A,N/A,N/A,22.74,14.84,3.87,1.96,0.00,35.36,6390000000.0,24740000000.0,11.44,24740000000.0,14.84,14.89,31.96,0.00,0.00,0.00,6340000000.0,24740000000.0,N/A,3.01,12080000000.0,6340000000.0,12080000000.0,1100000000.0,1100000000.0,22.74,22.74,1140000000.0,24740000000.0,41.52,46.26,N/A,4.83,3.07,10680000.0,N/A
456,N/A,N/A,MON,N/A,N/A,N/A,N/A,N/A,125.80,23.05,3.53,8.01,15.44,23.35,10.41,51640000000.0,33.36,51640000000.0,58300000000.0,18.86,2.60,3.98,13.99,3.98,7940000000.0,51640000000.0,N/A,5.09,1770000000.0,4.80,1770000000.0,4.02,8119999999.999999,1.35,14.65,3230000000.0,51640000000.0,72.70,0.18,N/A,0.75,0.00,2.16,N/A
457,N/A,N/A,MET,N/A,N/A,N/A,N/A,N/A,90.14,11.27,0.92,1.00,0.74,2.96,0.14,56570000000.0,57.09,56570000000.0,81800000000.0,11.27,1.35,1.33,55.09,1.33,22670000000.0,56570000000.0,N/A,0.52,25950000000.0,1.80,25950000000.0,24.66,51330000000.0,0.98,53.79,15930000000.0,56570000000.0,81.90,0.00,N/A,0.00,0.00,1.6,N/A
458,N/A,N/A,ORCL,N/A,N/A,N/A,N/A,N/A,94.54,21.57,5.40,3.70,25.35,35.17,6.56,207010000000.0,9.29,207010000000.0,188870000000.0,15.60,1.90,4.93,12.68,4.93,30260000000.0,207010000000.0,N/A,2.30,20.60,6.90,66900000000.00001,16.03,53290000000.0,3.63,13.42,14820000000.0,207010000000.0,27.07,59.09,N/A,2.45,0.98,29360000.0,N/A
459,N/A,N/A,MKC,N/A,N/A,N/A,N/A,N/A,212.25,28.08,2.90,5.26,10.05,15.28,5.78,13250000000.0,36.38,13250000000.0,18590000000.0,21.75,2.29,4.07,23.32,4.07,1830000000.0,13250000000.0,N/A,3.60,15.30,8.60,166400000.0,1.27,5380000000.0,0.95,19.25,638700000.0,13250000000.0,0.28,86.84,N/A,9.17,0.00,7390000.0,N/A
460,N/A,N/A,X,N/A,N/A,N/A,N/A,N/A,103.24,47.47,0.49,2.07,1.04,3.51,2.67,5820000000.0,67.51,5820000000.0,6780000000.0,13.85,2.26,0.58,7.43,0.58,0.70,5820000000.0,N/A,0.70,188.20,20.90,1690000000.0,9.68,2900000000.0,1.89,16.04,308750000.0,5820000000.0,0.85,65.43,N/A,1.64,11.35,20580000.0,N/A
461,N/A,N/A,ROST,N/A,N/A,N/A,N/A,N/A,13.88,24.56,2.16,10.21,8.93,14.24,21.74,29380000000.0,35.33,29380000000.0,28350000000.0,21.48,2.34,2.09,12.66,2.09,3690000000.0,29380000000.0,N/A,3.13,12.20,7.80,1140000000.0,3.02,396850000.0,1.57,7.53,1700000000.0,29380000000.0,2.11,95.04,N/A,4.59,2.76,11520000.0,N/A
462,N/A,N/A,BIG,N/A,N/A,N/A,N/A,N/A,65.75,14.98,0.49,4.42,3.36,5.34,9.41,2530000000.0,119.94,2530000000.0,2790000000.0,13.17,1.05,0.54,7.28,0.54,2100000000.0,2530000000.0,N/A,3.97,217.70,0.50,58010000.0,1.38,371900000.0,1.66,13.48,297460000.0,2530000000.0,1.14,133.32,N/A,20.43,37.40,12750000.0,N/A
463,N/A,N/A,MYL,N/A,N/A,N/A,N/A,N/A,24.78,23.91,1.74,1.56,0.00,18.37,11940000000.0,20740000000.0,22.32,20740000000.0,23.91,7.23,2.08,0.00,0.00,0.00,4700000000.0,20740000000.0,N/A,1.62,760500000.0,4700000000.0,760500000.0,14720000000.0,14720000000.0,24.78,24.78,1920000000.0,20740000000.0,5.52,78.14,N/A,6.64,4.74,20380000.0,N/A
464,N/A,N/A,SIRI,N/A,N/A,N/A,N/A,N/A,0.19,31.33,4.87,6.11,16.71,30.32,11.82,25920000000.0,1.13,25920000000.0,32530000000.0,26.86,1.63,6.11,17.02,6.11,2510000000.0,25920000000.0,N/A,0.18,42.20,8.00,73550000.0,0.02,6730000000.0,0.19,0.23,1820000000.0,25920000000.0,69.69,20.56,N/A,12.35,14.49,223130000.0,N/A
465,N/A,N/A,MSFT,N/A,N/A,N/A,N/A,N/A,99.22,29.75,7.01,7.25,23.89,25.52,6.40,649260000000.0,11.98,649260000000.0,591720000000.0,22.26,2.30,6.39,18.43,6.39,55690000000.0,649260000000.0,N/A,2.83,16.00,11.90,133610000000.00002,17.32,88950000000.0,3.12,11.61,40400000000.0,649260000000.0,1.38,75.50,N/A,2.26,0.67,53330000.0,N/A
466,N/A,N/A,EMN,N/A,N/A,N/A,N/A,N/A,131.28,13.40,1.41,2.64,10.76,17.52,6.52,13250000000.0,64.43,13250000000.0,19650000000.0,11.31,1.47,2.10,8.82,2.10,2350000000.0,13250000000.0,N/A,6.88,39.20,7.80,1.36,1.36,6690000000.0,1.83,34.96,1400000000.0,13250000000.0,0.41,87.48,N/A,4.32,3.79,4620000.0,N/A
467,N/A,N/A,PCLN,N/A,N/A,N/A,N/A,N/A,74.84,24.12,6.86,6.51,29.20,35.53,11.85,83880000000.0,248.73,83880000000.0,86250000000.0,20.66,1.47,7.05,18.40,7.05,10310000000.0,83880000000.0,N/A,71.30,240.00,20.10,7250000000.0,148.73,9640000000.0,2.52,264.13,4530000000.0,83880000000.0,0.24,96.33,N/A,2.48,3.77,1670000.0,N/A
468,N/A,N/A,JNJ,N/A,N/A,N/A,N/A,N/A,47.82,24.45,5.08,5.10,21.28,28.03,8.80,377700000000.0,27.55,377700000000.0,395230000000.0,17.89,2.74,5.32,15.40,5.32,50200000000.0,377700000000.0,N/A,5.75,11.90,10.30,16280000000.000002,6.06,35380000000.0,1.32,27.55,21600000000.0,377700000000.0,0.05,67.79,N/A,2.43,0.49,13610000.0,N/A
469,N/A,N/A,BBRY,N/A,N/A,N/A,N/A,N/A,26.78,11.96,5.76,2.22,50.19,3.05,0.48,6030000000.0,1.98,6030000000.0,4520000000.0,144.62,18.94,4.31,18.99,4.31,0.97,6030000000.0,N/A,0.97,2350000000.0,28.70,2350000000.0,4.44,26.78,5.19,5.20,165250000.0,6030000000.0,39950000.0,39950000.0,N/A,9.76,4.92,43190000.0,N/A
470,N/A,N/A,SPG,N/A,N/A,N/A,N/A,N/A,523.35,28.92,10.58,13.69,32.10,49.90,5.49,58100000000.0,17.54,58100000000.0,73020000000.0,23.76,2.74,13.30,18.16,13.30,4460000000.0,58100000000.0,N/A,5.61,16.10,3.50,488610000.0,1.57,23420000000.0,0.27,11.85,3490000000.0,58100000000.0,0.67,97.64,N/A,7.96,5.54,14460000.0,N/A
471,N/A,N/A,BWA,N/A,N/A,N/A,N/A,N/A,61.16,38.79,1.20,2.96,3.09,12.42,7.81,11330000000.0,44.92,11330000000.0,13300000000.0,12.99,1.85,1.40,8.42,1.40,1930000000.0,11330000000.0,N/A,1.39,122.00,9.10,414300000.0,1.97,2400000000.0,1.43,18.15,1070000000.0000001,11330000000.0,0.59,105.07,N/A,8.53,5.48,11470000.0,N/A
472,N/A,N/A,STZ,N/A,N/A,N/A,N/A,N/A,112.61,25.04,5.72,5.38,23.60,32.69,8.21,42630000000.0,37.92,42630000000.0,51240000000.0,23.49,1.51,6.87,18.91,6.87,3530000000.0,42630000000.0,N/A,8.70,39.20,3.10,126300000.0,0.65,8950000000.0,1.61,40.54,1750000000.0,42630000000.0,6.05,86.98,N/A,4.38,3.05,4800000.0,N/A
473,N/A,N/A,PBCT,N/A,N/A,N/A,N/A,N/A,16.29,20.73,4.65,1.16,22.28,36.99,0.73,6400000000.0,4.28,6400000000.0,10670000000.0,16.53,5.09,7.74,22.28,7.74,293800000.0,6400000000.0,N/A,0.91,23.20,11.80,827600000.0,2.45,5110000000.0,16.29,16.29,449500000.0,6400000000.0,0.64,78.59,N/A,9.14,8.99,24740000.0,N/A
474,N/A,N/A,MO,N/A,N/A,N/A,N/A,N/A,113.80,8.91,7.00,11.26,79.60,50.30,15.91,136509999999.99998,10.10,136509999999.99998,148230000000.0,19.98,2.68,7.60,14.79,7.60,11590000000.0,136509999999.99998,N/A,8.03,70.70,1.30,2580000000.0,1.35,13890000000.0,0.77,6.35,4430000000.0,136509999999.99998,0.11,65.23,N/A,1.8,0.60,11810000.0,N/A
475,N/A,N/A,INTU,N/A,N/A,N/A,N/A,N/A,4.70,41.10,7.51,32.99,0.00,26.47,5290000000.0,39680000000.0,20.60,39680000000.0,41.10,27.87,2.45,0.00,0.00,0.00,4380000000.0,39680000000.0,N/A,3.78,4.70,4380000000.0,4.70,4.70,4.70,4.70,4.70,1730000000.0,39680000000.0,4.96,88.68,N/A,2.29,0.92,2009999.9999999998,N/A
476,N/A,N/A,PSX,N/A,N/A,N/A,N/A,N/A,42.58,25.11,0.61,2.24,2.49,1.60,1.62,50920000000.0,160.25,50920000000.0,58240000000.0,15.80,3.09,0.70,22.32,0.70,17540000000.0,50920000000.0,N/A,3.96,61.10,21.80,1550000000.0,3.05,10200000000.0,1.31,44.45,2380000000.0,50920000000.0,0.14,72.66,N/A,3.24,1.41,6330000.0,N/A
477,N/A,N/A,HUM,N/A,N/A,N/A,N/A,N/A,45.50,20.34,0.69,3.27,3.48,4.60,4.92,36640000000.0,364.78,36640000000.0,22890000000.0,21.15,1.84,0.43,8.55,0.43,9370000000.0,36640000000.0,N/A,12.61,10.90,3.00,18490000000.0,129.41,5100000000.0,1.61,78.47,4190000000.0000005,36640000000.0,0.30,96.67,N/A,2.99,2.43,3010000.0,N/A
