,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
132,N/A,N/A,SCG,N/A,N/A,N/A,N/A,N/A,135.82,14.55,1.52,1.13,10.45,26.67,3.73,6530000000.0,30.13,6530000000.0,13280000000.0,15.21,1.93,3.09,8.32,3.09,1780000000.0,6530000000.0,N/A,3.15,82.00,1.60,1010000000.0,7.09,7860000000.0,0.88,40.47,1340000000.0,6530000000.0,8.25,69.17,N/A,1.96,3.44,3380000.0,N/A
133,N/A,N/A,DLTR,N/A,N/A,N/A,N/A,N/A,93.57,25.94,1.20,4.21,4.63,8.47,7.14,25770000000.0,90.99,25770000000.0,30770000000.0,20.47,1.64,1.43,12.64,1.43,6390000000.0,25770000000.0,N/A,4.19,39.80,6.30,400100000.0,1.69,5720000000.0,1.95,25.80,1610000000.0,25770000000.0,2.73,91.44,N/A,2.53,1.98,4940000.0,N/A
134,N/A,N/A,DIS,N/A,N/A,N/A,N/A,N/A,54.80,18.32,2.86,3.83,16.29,25.37,9.31,157420000000.0,35.16,157420000000.0,180250000000.0,15.91,2.40,3.27,10.75,3.27,24830000000.0,157420000000.0,N/A,5.69,1.40,2.80,4019999999.9999995,2.66,25290000000.0,0.81,27.24,12340000000.0,157420000000.0,4.41,63.46,N/A,2.93,1.41,23510000.0,N/A
135,N/A,N/A,WY,N/A,N/A,N/A,N/A,N/A,78.27,27.85,3.92,2.93,14.07,16.93,3.52,26740000000.0,9.08,26740000000.0,33049999999.999996,27.25,6.04,4.85,19.53,4.85,1440000000.0,26740000000.0,N/A,1.27,85.70,8.80,0.93,0.93,7110000000.0,1.37,12.08,1720000000.0,26740000000.0,1.10,77.48,N/A,4.42,1.88,12510000.0,N/A
136,N/A,N/A,MSI,N/A,N/A,N/A,N/A,N/A,1.30,23.63,2.38,2.99,10.51,20.73,9.48,15010000000.0,38.51,15010000000.0,18850000000.0,15.82,2.69,2.99,11.52,2.99,2870000000.0,15010000000.0,N/A,3.92,10.40,7.40,4.03,4.03,4470000000.0,1.30,5.12,1100000000.0,15010000000.0,0.31,91.01,N/A,10.37,4.71,7980000.0,N/A
137,N/A,N/A,NVDA,N/A,N/A,N/A,N/A,N/A,31.71,47.86,12.93,18.27,28.76,32.09,18.52,116040000000.0,15.30,116040000000.0,112040000000.0,40.57,2.96,12.48,36.47,12.48,4059999999.9999995,116040000000.0,N/A,4.00,54.60,31.50,6320000000.0,10.43,2009999999.9999998,8.26,10.48,2860000000.0,116040000000.0,4.50,65.57,N/A,1.01,2.82,12800000.0,N/A
138,N/A,N/A,PFE,N/A,N/A,N/A,N/A,N/A,72.17,22.08,4.06,3.51,18.69,27.76,5.19,213040000000.0,8.75,213040000000.0,238770000000.0,13.00,2.29,4.55,11.55,4.55,40490000000.0,213040000000.0,N/A,1.62,109.60,0.90,17020000000.0,2.86,44100000000.0,1.43,10.19,15480000000.0,213040000000.0,0.03,72.48,N/A,3.49,0.92,51410000.0,N/A
139,N/A,N/A,AFL,N/A,N/A,N/A,N/A,N/A,26.25,12.80,1.55,1.58,12.37,21.28,2.13,34660000000.0,56.05,34660000000.0,35360000000.0,12.93,0.96,1.58,7.33,1.58,8270000000.0,34660000000.0,N/A,6.89,13.80,4.30,4980000000.0,12.68,5770000000.0,0.44,55.80,6460000000.0,34660000000.0,2.21,72.78,N/A,4.7,1.73,6060000.0,N/A
140,N/A,N/A,VAR,N/A,N/A,N/A,N/A,N/A,23.34,41.83,3.85,6.87,9.35,15.28,7.28,10260000000.0,28.84,10260000000.0,9890000000.0,23.88,3.26,3.71,20.49,3.71,1160000000.0,10260000000.0,N/A,2.68,29.60,1.10,716200000.0,7.82,23.34,1.41,16.30,399100000.0,10260000000.0,0.31,103.32,N/A,8.43,7.58,7630000.0,N/A
141,N/A,N/A,LSI,N/A,N/A,N/A,N/A,N/A,44.31,78.90,8.60,2.04,0.00,34.89,486880000.0,4190000000.0000005,10.51,4190000000.0000005,78.90,32.79,7.99,0.00,0.00,0.00,311340000.0,4190000000.0000005,N/A,1.14,6100000.0,311340000.0,6100000.0,1740000000.0,1740000000.0,44.31,44.31,256620000.0,4190000000.0000005,1.75,111.33,N/A,10.56,12.13,4350000.0,N/A
142,N/A,N/A,AMD,N/A,N/A,N/A,N/A,N/A,274.23,28.40,1.94,18.44,1.39,4.46,3.84,9590000000.0,5.25,9590000000.0,10230000000.0,28.40,594.08,2.07,124.80,2.07,0.08,9590000000.0,N/A,0.08,0.91,25.70,0.91,0.91,1430000000.0,1.70,0.54,270750000.0,9590000000.0,0.65,68.86,N/A,2.61,21.82,154970000.0,N/A
143,N/A,N/A,CSCO,N/A,N/A,N/A,N/A,N/A,54.81,19.59,3.89,2.84,20.26,26.20,6.09,185930000000.0,9.57,185930000000.0,149230000000.0,14.52,1.63,3.12,10.33,3.12,30220000000.0,185930000000.0,N/A,1.92,3.10,1.70,71590000000.0,14.48,35930000000.0,2.87,13.24,14230000000.0,185930000000.0,0.07,78.02,N/A,2.72,0.91,49340000.0,N/A
144,N/A,N/A,KMB,N/A,N/A,N/A,N/A,N/A,546.99,19.79,2.32,163.19,11.89,18.42,14.01,42250000000.0,51.30,42250000000.0,49180000000.0,18.42,3.55,2.70,12.07,2.70,6650000000.0,42250000000.0,N/A,6.07,3.10,1.00,1.86,1.86,7700000000.0,0.97,0.74,2940000000.0,42250000000.0,0.34,74.20,N/A,6.91,4.48,13830000.0,N/A
145,N/A,N/A,NEE,N/A,N/A,N/A,N/A,N/A,127.96,17.90,4.43,2.83,24.81,28.10,3.21,74810000000.0,36.07,74810000000.0,107990000000.0,21.90,2.91,6.40,12.90,6.40,8720000000.0,74810000000.0,N/A,8.89,12.50,0.10,1380000000.0,2.94,34960000000.0,0.61,56.12,6200000000.0,74810000000.0,0.17,78.51,N/A,0.18,0.00,3.93,N/A
146,N/A,N/A,MCO,N/A,N/A,N/A,N/A,N/A,1.15,54.31,7.31,8.45,13.73,44.05,16.45,29110000000.0,20.84,29110000000.0,33640000000.0,23.30,1.90,8.45,17.75,8.45,2580000000.0,29110000000.0,N/A,2.81,24.30,15.90,1070000000.0000001,5.61,5720000000.0,1.15,1.93,679800000.0,29110000000.0,0.49,88.54,N/A,0.00,0.00,1.52,N/A
147,N/A,N/A,FDX,N/A,N/A,N/A,N/A,N/A,91.20,22.70,1.06,3.88,4.72,8.60,6.91,64550000000.0,228.50,64550000000.0,75820000000.0,15.90,1.62,1.24,9.19,1.24,38300000000.0,64550000000.0,N/A,10.61,16.60,4.30,3500000000.0,13.06,15160000000.0,1.63,61.97,4550000000.0,64550000000.0,7.60,77.55,N/A,3.73,1.61,4600000.0,N/A
148,N/A,N/A,CMS,N/A,N/A,N/A,N/A,N/A,225.96,25.83,2.18,3.10,8.38,19.53,3.66,14040000000.0,23.07,14040000000.0,24450000000.0,21.40,3.07,3.79,12.20,3.79,2390000000.0,14040000000.0,N/A,1.93,7.50,3.80,0.5,0.5,10330000000.0,0.94,16.10,1590000000.0,14040000000.0,0.55,93.89,N/A,2.44,2.04,5880000.0,N/A
149,N/A,N/A,FTR,N/A,N/A,N/A,N/A,N/A,521.11,4.00,0.08,0.22,9.17,15.16,3.15,764970000.0,119.97,764970000.0,18200000000.0,4.00,0.30,1.95,4.99,1.95,8900000000.0,764970000.0,N/A,13.88,3.64,10.80,3.64,3.64,17770000000.0,0.70,43.46,1890000000.0,764970000.0,3.03,0.00,N/A,1.1,0.00,2.4,N/A
150,N/A,N/A,AON,N/A,N/A,N/A,N/A,N/A,20.63,21.58,2.90,6.71,0.00,14.15,11930000000.0,34630000000.0,45.56,34630000000.0,21.58,17.23,1.54,0.00,0.00,0.00,4690000000.0,34630000000.0,N/A,6.42,2290000000.0,4690000000.0,2290000000.0,5970000000.0,5970000000.0,20.63,20.63,1200000000.0,34630000000.0,0.94,93.57,N/A,1.53,0.77,2910000.0,N/A
151,N/A,N/A,AEO,N/A,N/A,N/A,N/A,N/A,1.68,18.89,0.83,2.63,4.50,8.57,10.84,3050000000.0,20.44,3050000000.0,2710000000.0,14.12,9.10,0.74,5.70,0.74,1370000000.0,3050000000.0,N/A,0.91,15.90,2.10,257529999.99999997,1.45,1.68,1.68,6.56,0.76,3050000000.0,5.88,87.41,N/A,6.13,12.66,17360000.0,N/A
152,N/A,N/A,IR,N/A,N/A,N/A,N/A,N/A,27.05,21.92,1.57,3.24,0.00,11.94,13940000000.0,21890000000.0,54.18,21890000000.0,21.92,17.08,2.11,0.00,0.00,0.00,4190000000.0000005,21890000000.0,N/A,4.00,1260000000.0,4190000000.0000005,1260000000.0,4059999999.9999995,4059999999.9999995,27.05,27.05,1260000000.0,21890000000.0,0.38,86.52,N/A,1.51,1.00,2960000.0,N/A
153,N/A,N/A,DDS,N/A,N/A,N/A,N/A,N/A,51.41,14.95,0.27,1.05,1.92,3.90,3.69,1670000000.0,205.41,1670000000.0,2360000000.0,16.33,1.66,0.38,4.88,0.38,2250000000.0,1670000000.0,N/A,3.93,36.20,0.70,114860000.0,4.03,817740000.0,1.42,55.84,446600000.0,1670000000.0,16.76,108.68,N/A,9.82,48.25,7090000.0,N/A
154,N/A,N/A,DHR,N/A,N/A,N/A,N/A,N/A,42.98,27.54,3.64,2.55,13.36,17.48,4.47,64819999999.99999,25.66,64819999999.99999,74730000000.0,21.47,2.73,4.19,17.21,4.19,9330000000.0,64819999999.99999,N/A,3.38,46.10,9.60,648600000.0,0.93,10910000000.0,1.43,36.49,3290000000.0,64819999999.99999,11.88,78.98,N/A,0.00,0.00,0.56,N/A
155,N/A,N/A,STI,N/A,N/A,N/A,N/A,N/A,47.16,16.72,3.67,1.38,23.66,35.53,0.97,31040000000.0,17.39,31040000000.0,35300000000.0,14.65,1.76,4.18,23.66,4.18,1920000000.0,31040000000.0,N/A,3.90,13.50,2.70,13130000000.0,27.58,17110000000.0,47.16,47.16,1990000000.0,31040000000.0,0.31,82.82,N/A,0.00,0.00,1.6,N/A
156,N/A,N/A,WMB,N/A,N/A,N/A,N/A,N/A,141.57,48.80,2.95,2.91,5.90,23.56,2.52,23600000000.0,9.91,23600000000.0,43430000000.0,29.74,3.24,5.43,11.97,5.43,4190000000.0000005,23600000000.0,N/A,0.58,45.90,0.70,1170000000.0,1.42,21070000000.0,0.97,9.82,3400000000.0,23600000000.0,0.12,87.16,N/A,2.33,1.61,12980000.0,N/A
157,N/A,N/A,LEG,N/A,N/A,N/A,N/A,N/A,102.12,18.87,1.58,5.21,8.75,11.65,8.80,6100000000.0,28.32,6100000000.0,6940000000.0,16.84,31.15,1.80,12.31,1.80,899200000.0,6100000000.0,N/A,2.45,11.70,6.40,342900000.0,2.6,1200000000.0,1.74,8.89,428400000.0,6100000000.0,1.14,71.80,N/A,5.93,5.67,6670000.0,N/A
158,N/A,N/A,CERN,N/A,N/A,N/A,N/A,N/A,11.72,35.05,4.69,5.13,13.63,19.92,10.19,23410000000.0,15.01,23410000000.0,22930000000.0,27.08,1.75,4.60,16.53,4.60,4019999999.9999995,23410000000.0,N/A,2.01,4.40,7.70,852050000.0,2.56,11.72,2.77,13.73,1210000000.0,23410000000.0,4.80,84.06,N/A,5.16,4.14,11480000.0,N/A
159,N/A,N/A,NFLX,N/A,N/A,N/A,N/A,N/A,146.93,188.35,7.50,24.52,4.04,6.87,3.19,81590000000.0,25.25,81590000000.0,83280000000.0,83.42,2.41,7.65,102.27,7.65,2800000000.0,81590000000.0,N/A,1.00,151.50,30.30,1750000000.0,4.04,4890000000.0,1.20,7.69,1860000000.0,81590000000.0,1.80,85.39,N/A,3.75,7.46,N/A,N/A
160,N/A,N/A,CAH,N/A,N/A,N/A,N/A,N/A,149.14,17.16,0.14,2.78,0.84,1.74,3.71,18530000000.0,413.22,18530000000.0,27230000000.0,10.69,2.25,0.21,8.95,0.21,6540000000.0,18530000000.0,N/A,3.43,62.80,1.90,1180000000.0,3.75,149.14,1.06,21.20,2260000000.0,18530000000.0,0.41,90.95,N/A,3.96,5.61,16149999.999999998,N/A
161,N/A,N/A,FAST,N/A,N/A,N/A,N/A,N/A,21.71,28.68,3.64,7.63,12.73,20.23,19.08,15460000000.0,14.73,15460000000.0,15780000000.0,25.13,2.60,3.71,16.04,3.71,1960000000.0,15460000000.0,N/A,1.88,12.80,11.80,133400000.0,0.46,21.71,5.36,7.05,419250000.0,15460000000.0,0.27,87.99,N/A,12.27,10.17,24760000.0,N/A
162,N/A,N/A,FFIV,N/A,N/A,N/A,N/A,N/A,1.56,20.42,3.98,6.76,20.13,27.61,15.07,8310000000.000001,32.57,8310000000.000001,7230000000.0,14.23,3.18,3.46,11.49,3.46,1740000000.0,8310000000.000001,N/A,6.50,24.60,2.40,1020000000.0,16.25,1.56,1.56,19.64,740280000.0,8310000000.000001,0.31,98.16,N/A,4.14,5.31,3400000.0,N/A
163,N/A,N/A,RDC,N/A,N/A,N/A,N/A,N/A,47.41,5.90,1.35,0.34,4.76,11.27,1.11,1800000000.0,10.63,1800000000.0,3070000000.0,5.90,4.93,2.30,5.52,2.30,1060000000.0,1800000000.0,N/A,0.51,1220000000.0,23.10,1220000000.0,9.66,2510000000.0,5.80,41.96,448100000.0,1800000000.0,0.55,111.04,N/A,5.85,17.25,21180000.0,N/A
164,N/A,N/A,ROP,N/A,N/A,N/A,N/A,N/A,82.59,37.83,6.07,4.13,16.17,26.43,5.87,26670000000.0,43.08,26670000000.0,31390000000.0,25.70,1.86,7.15,21.17,7.15,2330000000.0,26670000000.0,N/A,6.89,13.90,22.70,605620000.0,5.92,5330000000.0,1.07,63.10,1140000000.0,26670000000.0,2.03,97.02,N/A,6.64,2.64,1940000.0,N/A
165,N/A,N/A,XL,N/A,N/A,N/A,N/A,N/A,38.83,9.88,0.83,0.95,0.00,0.83,11320000000.0,9440000000.0,43.04,9440000000.0,9.88,9.88,0.71,0.00,0.00,0.00,2820000000.0,9440000000.0,N/A,1.09,5240000000.0,2820000000.0,5240000000.0,3210000000.0,3210000000.0,38.83,38.83,421370000.0,9440000000.0,42.63,0.00,N/A,3.26,2.41,5750000.0,N/A
166,N/A,N/A,STT,N/A,N/A,N/A,N/A,N/A,52.05,16.89,3.34,1.88,22.12,26.69,0.98,36220000000.0,28.67,36220000000.0,11620000000.0,3.34,3.34,1.07,22.12,1.07,2220000000.0,36220000000.0,N/A,5.78,21.70,8.50,74210000000.0,200.11,26650000000.0,52.05,52.05,1870000000.0,36220000000.0,0.77,93.43,N/A,2.39,1.12,3840000.0,N/A
167,N/A,N/A,PGR,N/A,N/A,N/A,N/A,N/A,33.84,23.10,1.24,3.44,5.42,8.29,3.69,31980000000.0,44.49,31980000000.0,30490000000.0,19.16,0.98,1.18,12.85,1.18,1730000000.0,31980000000.0,N/A,2.38,12.70,14.40,4540000000.0,7.8,3310000000.0,1.09,15.97,3630000000.0,31980000000.0,0.56,80.91,N/A,2.31,1.16,7190000.0,N/A
168,N/A,N/A,AMT,N/A,N/A,N/A,N/A,N/A,15.19,54.15,9.40,9.38,0.00,34.21,6500000000.0,61100000000.0,15.20,61100000000.0,54.15,39.69,1.75,0.00,0.00,0.00,3860000000.0,61100000000.0,N/A,2.63,799470000.0,3860000000.0,799470000.0,19270000000.0,19270000000.0,15.19,15.19,2860000000.0,61100000000.0,0.14,93.29,N/A,3.09,1.31,6180000.0,N/A
169,N/A,N/A,VRSN,N/A,N/A,N/A,N/A,N/A,1.57,30.63,9.63,9.66,39.79,60.57,16.81,11140000000.0,11.35,11140000000.0,11160000000.0,26.27,3.53,9.66,14.85,9.66,943920000.0,11140000000.0,N/A,3.69,0.40,1.70,2370000000.0,2410000000.0,2410000000.0,1.57,12.44,683470000.0,11140000000.0,1.11,127.29,N/A,17.82,23.06,14140000.0,N/A
170,N/A,N/A,PPG,N/A,N/A,N/A,N/A,N/A,78.29,16.83,1.97,5.00,11.95,13.82,7.58,29500000000.0,57.99,29500000000.0,31920000000.0,17.46,2.06,2.13,12.57,2.13,6690000000.0,29500000000.0,N/A,6.89,2330000000.0,3.20,2330000000.0,9.16,4700000000.0,1.65,23.19,1580000000.0,29500000000.0,0.42,77.24,N/A,4.74,2.37,6010000.0,N/A
171,N/A,N/A,NUS,N/A,N/A,N/A,N/A,N/A,58.29,24.64,1.66,4.97,6.97,11.01,8.95,3560000000.0,40.41,3560000000.0,3500000000.0,19.25,2.40,1.63,11.37,1.63,1710000000.0,3560000000.0,N/A,2.74,26.70,6.70,371750000.0,7.06,418220000.0,1.78,13.59,245640000.0,3560000000.0,2.88,79.33,N/A,8.28,8.85,3550000.0,N/A
172,N/A,N/A,IP,N/A,N/A,N/A,N/A,N/A,249.97,26.23,1.04,4.78,3.99,8.79,3.73,23500000000.0,54.76,23500000000.0,34790000000.0,13.27,1.46,1.54,10.31,1.54,5930000000.0,23500000000.0,N/A,2.17,26.60,12.30,2.42,2.42,12330000000.0,1.48,11.90,1480000000.0,23500000000.0,0.58,84.35,N/A,0.00,0.00,1.9,N/A
173,N/A,N/A,NBR,N/A,N/A,N/A,N/A,N/A,10.15,7.37,0.72,0.60,0.00,13.26,2390000000.0,1730000000.0,8.61,1730000000.0,7.37,7.37,0.53,0.00,0.00,0.00,883540000.0,1730000000.0,N/A,2.69,220330000.0,883540000.0,220330000.0,3960000000.0,3960000000.0,10.15,10.15,91030000.0,1730000000.0,10.53,100.73,N/A,3.4,10.28,37450000.0,N/A
174,N/A,N/A,TEL,N/A,N/A,N/A,N/A,N/A,27.72,20.18,2.54,3.42,0.00,16.79,13110000000.0,33340000000.000004,36.94,33340000000.000004,20.18,16.66,2.13,0.00,0.00,0.00,4040000000.0,33340000000.000004,N/A,4.70,1220000000.0,4040000000.0,1220000000.0,4340000000.0,4340000000.0,27.72,27.72,2320000000.0,33340000000.000004,65.10,0.00,N/A,1.95,0.80,2800000.0,N/A
175,N/A,N/A,GT,N/A,N/A,N/A,N/A,N/A,124.80,8.14,0.52,1.60,6.67,9.50,5.11,7820000000.0,59.42,7820000000.0,13280000000.0,8.56,1.68,0.88,6.16,0.88,4190000000.0000005,7820000000.0,N/A,3.90,59.30,1.90,3.34,3.34,6390000000.0,1.37,19.82,1060000000.0,7820000000.0,0.29,100.22,N/A,6.34,8.69,21550000.0,N/A
176,N/A,N/A,JBL,N/A,N/A,N/A,N/A,N/A,87.74,40.41,0.26,2.11,0.68,3.00,3.34,4920000000.0,104.80,4920000000.0,5780000000.0,9.61,0.90,0.30,4.34,0.30,1550000000.0,4920000000.0,N/A,0.69,20.00,13.40,1190000000.0,6.74,2080000000.0,0.96,13.24,1260000000.0,4920000000.0,2.58,97.77,N/A,6.33,8.16,12770000.0,N/A
177,N/A,N/A,DLX,N/A,N/A,N/A,N/A,N/A,79.57,17.77,1.79,3.67,10.23,19.67,11.64,3490000000.0,40.43,3490000000.0,4150000000.0000005,13.26,1.81,2.13,9.02,2.13,1180000000.0,3490000000.0,N/A,4.08,50.90,8.40,53410000.0,1.11,756400000.0,0.93,19.75,337090000.0,3490000000.0,1.35,97.56,N/A,18.17,10.69,5200000.0,N/A
178,N/A,N/A,EBAY,N/A,N/A,N/A,N/A,N/A,88.61,5.49,4.21,3.50,80.45,23.96,6.03,39330000000.0,8.65,39330000000.0,42460000000.0,16.96,1.97,4.54,14.54,4.54,6970000000.0,39330000000.0,N/A,6.85,26.60,8.70,6030000000.0,5.77,88.61,2.46,10.76,2780000000.0,39330000000.0,5.96,88.01,N/A,2.55,2.53,22420000.0,N/A
179,N/A,N/A,GNW,N/A,N/A,N/A,N/A,N/A,30.70,4.97,0.19,0.13,3.88,14.08,0.73,1680000000.0,17.66,1680000000.0,2630000000.0,3.65,0.71,0.30,2.07,0.30,1850000000.0,1680000000.0,N/A,0.68,3690000000.0,3.00,3690000000.0,7.4,4630000000.0,1.62,26.19,1990000000.0,1680000000.0,0.28,68.55,N/A,4.8,2.61,12060000.0,N/A
180,N/A,N/A,CAG,N/A,N/A,N/A,N/A,N/A,84.72,26.78,1.97,4.01,7.83,14.42,6.05,15220000000.0,18.16,15220000000.0,18250000000.0,18.26,1.64,2.36,13.35,2.36,2340000000.0,15220000000.0,N/A,1.39,18.10,4.80,251400000.0,0.62,3290000000.0,1.03,9.29,985600000.0,15220000000.0,0.16,82.58,N/A,5.6,4.54,15560000.0,N/A
181,N/A,N/A,EFX,N/A,N/A,N/A,N/A,N/A,85.50,26.50,4.24,4.54,16.18,26.28,7.84,14100000000.0,27.71,14100000000.0,16420000000.000002,19.76,2.09,4.94,14.11,4.94,2029999999.9999998,14100000000.0,N/A,4.43,27.50,3.80,315400000.0,2.63,2710000000.0,0.67,25.84,860300000.0,14100000000.0,0.66,97.64,N/A,2.56,3.74,3800000.0,N/A
182,N/A,N/A,PDCO,N/A,N/A,N/A,N/A,N/A,80.32,21.23,0.60,2.41,2.84,5.56,5.40,3320000000.0,59.07,3320000000.0,4260000000.0,15.69,2.16,0.77,10.89,0.77,1300000000.0,3320000000.0,N/A,1.67,12.00,2.30,101460000.0,1.09,1100000000.0,1.94,14.74,295130000.0,3320000000.0,14.32,97.00,N/A,7.73,15.96,13200000.0,N/A
